id,text,isRetweet,isDeleted,device,favorites,retweets,date,isFlagged
708428041232490500,Great news! Thank you Governor Ralph DLG Torres! #Trump2016  https://t.co/hXwAK3iyPk,FALSE,FALSE,Twitter for iPhone,8599,3126,2016-03-11T23:03:01Z,FALSE
706530975992381400,Thank you Michigan! #Trump2016 https://t.co/ttwwvrTjwE,FALSE,FALSE,Twitter for iPhone,9628,3421,2016-03-06T17:24:46Z,FALSE
706153159085822e3,#CaucusForTrump #Trump2016  https://t.co/pTUlDXgPkP,FALSE,FALSE,Twitter for iPhone,5885,1628,2016-03-05T16:23:27Z,FALSE
697051619427397600,MAKE AMERICA GREAT AGAIN!,FALSE,FALSE,Twitter for Android,12883,7042,2016-02-09T13:37:11Z,FALSE
695412367136436200,Watch @AC360 on NOW! @CNN,FALSE,FALSE,Twitter for Android,3282,768,2016-02-05T01:03:23Z,FALSE
692045676079874e3,Should I do the #GOPdebate? https://t.co/cjTywwIl85,FALSE,FALSE,Twitter Web Client,4474,2678,2016-01-26T18:05:21Z,FALSE
682792967736848400,#HappyNewYearAmerica! https://t.co/EeQb8PDrUe,FALSE,FALSE,Twitter for iPhone,7421,2715,2016-01-01T05:18:23Z,FALSE
938422792080457700,MAKE AMERICA GREAT AGAIN!,FALSE,FALSE,Twitter for iPhone,157963,37189,2017-12-06T15:00:03Z,FALSE
939189419386470400,MAKE AMERICA GREAT AGAIN! https://t.co/64a93S07s7,FALSE,FALSE,Twitter for iPhone,56596,11433,2017-12-08T17:46:21Z,FALSE
935340092583006200,Thank you Rand! https://t.co/NvPeleVmub,FALSE,FALSE,Twitter for iPhone,42793,9125,2017-11-28T02:50:30Z,FALSE
925388990177562600,Thank you @LuisRiveraMarin! https://t.co/BK7sDv9phU,FALSE,FALSE,Twitter for iPhone,23521,4574,2017-10-31T15:48:22Z,FALSE
899798313997926400,"Join me live from Fort Myer in Arlington, Virginia. ➡️https://t.co/LOV4StdJDj",FALSE,FALSE,Twitter for iPhone,36009,4891,2017-08-22T01:00:10Z,FALSE
893970139565129700,Thank you Nicole! https://t.co/KlWN05uFOx,FALSE,FALSE,Twitter for iPhone,43367,8275,2017-08-05T23:01:05Z,FALSE
891343645529567200,U.S. Stock Market up almost 20% since Election!,FALSE,FALSE,Twitter for iPhone,88855,17565,2017-07-29T17:04:20Z,FALSE
881976958556549100,Thank you to Shawn Steel for the nice words on @FoxNews.,FALSE,FALSE,Twitter for iPhone,50956,7465,2017-07-03T20:44:27Z,FALSE
877846483021602800,Great night in Iowa - special people. Thank you!,FALSE,FALSE,Twitter for iPhone,56446,8039,2017-06-22T11:11:25Z,FALSE
878725385235701800,MAKE AMERICA GREAT AGAIN!,FALSE,FALSE,Twitter for iPhone,134210,36346,2017-06-24T21:23:52Z,FALSE
874084433460154400,"My daughter, Ivanka, will be on @foxandfriends tomorrow morning. Enjoy!",FALSE,FALSE,Twitter for iPhone,50169,6877,2017-06-12T02:02:23Z,FALSE
860580764944969700,#WeeklyAddress🇺🇸 https://t.co/4qckKpbtCR,FALSE,FALSE,Twitter Ads,32928,7962,2017-05-05T19:43:37Z,FALSE
862999243560288300,The Fake Media is working overtime today!,FALSE,FALSE,Twitter for iPhone,65939,15809,2017-05-12T11:53:48Z,FALSE
856147612952612900,"Thank you Lake Worth, Florida. @foxandfriends",FALSE,FALSE,Twitter for iPhone,29218,3842,2017-04-23T14:07:52Z,FALSE
860088511202029600,Congratulations to @foxandfriends on its unbelievable ratings hike.,FALSE,FALSE,Twitter for iPhone,31683,5238,2017-05-04T11:07:35Z,FALSE
852985162870739e3,Weekly Address- https://t.co/tpZ7eqJLUH https://t.co/B2NQzj53ft,FALSE,FALSE,Twitter for iPhone,28250,5616,2017-04-14T20:41:25Z,FALSE
841665325682827300,"JOBS, JOBS, JOBS! https://t.co/wAkQMKdPXA",FALSE,FALSE,Twitter for iPhone,83629,19677,2017-03-14T15:00:25Z,FALSE
832375230274400300,'Trump signs bill undoing Obama coal mining rule' https://t.co/yMfT5r5RGh,FALSE,FALSE,Twitter for iPhone,79427,15157,2017-02-16T23:44:54Z,FALSE
134666938935808e3,Mitt Romney did great in the debate last night.,FALSE,FALSE,TweetDeck,13,81,2011-11-10T16:21:14Z,FALSE
134653223796609020,The Fannie and Freddie execs should not get million dollar bonuses with our tax dollars. They were bailed out with $169B of our money.,FALSE,FALSE,TweetDeck,27,293,2011-11-10T15:26:44Z,FALSE
134639700139974660,China is advocating on behalf of Iran's nuclear program -- the Chinese oppose both sanctions and any militar... (cont) http://t.co/QX8AASwG,FALSE,FALSE,TweetDeck,15,52,2011-11-10T14:33:00Z,FALSE
134351739129298940,He is out of real solutions--@BarackObama's job bill is nothing more than a tax increase.,FALSE,FALSE,TweetDeck,12,125,2011-11-09T19:28:45Z,FALSE
134339312656449540,The @SuperCommittee will fail. The Republicans never should have agreed to the debt deal.,FALSE,FALSE,TweetDeck,7,58,2011-11-09T18:39:22Z,FALSE
134300432351772670,"Instead of trash talking @PMIsrael on the world stage, @BarackObama should be defending @Israel.",FALSE,FALSE,TweetDeck,114,249,2011-11-09T16:04:52Z,FALSE
1.3429204661267661e+017,America should not be pressuring @Israel to show restraint against Iran. We should be working to stop Iran's nuclear drive.,FALSE,FALSE,TweetDeck,62,195,2011-11-09T15:31:33Z,FALSE
134273402436456450,Some @OWS protesters are sincere people frustrated with the system--others just in for the party.,FALSE,FALSE,TweetDeck,17,109,2011-11-09T14:17:28Z,FALSE
336104842927931400,@GregE_IoM. Only in your weak mind!,FALSE,FALSE,Twitter for Android,18,8,2013-05-19T13:03:33Z,FALSE
336104282673774600,"@workplayeat   Thanks, only the haters disagree!",FALSE,FALSE,Twitter for Android,4,6,2013-05-19T13:01:20Z,FALSE
336103723740827650,"@CraigHeff   I don't, he makes me money!",FALSE,FALSE,Twitter for Android,6,4,2013-05-19T12:59:06Z,FALSE
3.3610155133463757e+017,"Sugar is nowhere near being a billionaire-and I know, he works for me!",FALSE,FALSE,Twitter for Android,129,440,2013-05-19T12:50:28Z,FALSE
336093519842275300,@sarahluvnyc   Thanks.,FALSE,FALSE,Twitter for Android,1,2,2013-05-19T12:18:34Z,FALSE
3.3609297217522483e+017,"@Subhana_Anwar   It's easy, just think of haters as losers with.little imagination and even less understanding of success-and very lazy!",FALSE,FALSE,Twitter for Android,8,7,2013-05-19T12:16:23Z,FALSE
335975338989473800,@carlyvowell   Tell your friends son - YOU'RE FIRED TUMOR!,FALSE,FALSE,Twitter for Android,781,507,2013-05-19T04:28:57Z,FALSE
335941672926052350,@JedediahBila  Tell your aunt she is terrific!,FALSE,FALSE,Twitter for Android,5,2,2013-05-19T02:15:10Z,FALSE
335937660126392300,"@omegaphoenix068  Rather amazing, wasn't it!",FALSE,FALSE,Twitter for Android,0,3,2013-05-19T01:59:14Z,FALSE
335933977477128200,"I'm watching Knicks game-I'd bet all of those guys with the terrible tattoos wish they never got them-too bad, too late!",FALSE,FALSE,Twitter for Android,787,964,2013-05-19T01:44:36Z,FALSE
335573252099428350,"Why didn't President Obama just go inside when it started raining yesterday - common sense! The two Marines looked very uncomfortable-&amp, wet.",FALSE,FALSE,Twitter for Android,194,250,2013-05-18T01:51:12Z,FALSE
335505755186810900,Who do you like of the final two? #CelebApprentice http://t.co/QRwQCrvMxR,FALSE,FALSE,Facebook,8,18,2013-05-17T21:23:00Z,FALSE
335484875081654300,The LIVE FINALE of @ApprenticeNBC is this Sunday at 9/8C. Watch and see who will be the first ever All-Star Celebrity Apprentice.,FALSE,FALSE,Twitter Web Client,22,42,2013-05-17T20:00:01Z,FALSE
115846232714391550,My interview which recently aired on CNBC's Squawk Box http://t.co/VNbgG0iU My in... (cont) http://t.co/YNX1msYh,FALSE,FALSE,TweetDeck,7,21,2011-09-19T17:54:28Z,FALSE
98482327390396420,http://bit.ly/pwgGsQ My interview yesterday on CNBC's Squawk Box: Debt Deal a... (cont) http://deck.ly/~HZMKL,FALSE,FALSE,TweetDeck,13,13,2011-08-02T19:56:31Z,FALSE
98474279192113150,"The more you learn about the debt deal, the worse it gets.",FALSE,FALSE,TweetDeck,37,184,2011-08-02T19:24:32Z,FALSE
98466170625196030,Your questions about my desk answered in today's #trumpvlog... http://t.co/iJ01Jh0,FALSE,FALSE,Twitter Web Client,8,25,2011-08-02T18:52:19Z,FALSE
304437836294258700,@MegaLouise88. O.K. write me.,FALSE,FALSE,Twitter for Android,0,3,2013-02-21T03:50:11Z,FALSE
304436625675534340,@jennymorris427.  Thanks Jenny.,FALSE,FALSE,Twitter for Android,0,2,2013-02-21T03:45:22Z,FALSE
304436187219763200,@ff3476. Great.,FALSE,FALSE,Twitter for Android,0,3,2013-02-21T03:43:37Z,FALSE
304435702194647040,@InNovember2012. Thanks.,FALSE,FALSE,Twitter for Android,9,8,2013-02-21T03:41:42Z,FALSE
304434933932359700,@AndeyR. Thanks Andey.,FALSE,FALSE,Twitter for Android,0,3,2013-02-21T03:38:39Z,FALSE
304434587533197300,@AndreaMoorehous. Thanks.,FALSE,FALSE,Twitter for Android,1,4,2013-02-21T03:37:16Z,FALSE
304432851804356600,@Katt8808. Thanks K.,FALSE,FALSE,Twitter for Android,0,3,2013-02-21T03:30:22Z,FALSE
304432499507994600,@RobertSuppa. Thanks,FALSE,FALSE,Twitter for Android,0,3,2013-02-21T03:28:58Z,FALSE
304432326266454e3,@Yolie4MS. Loser!,FALSE,FALSE,Twitter for Android,21,30,2013-02-21T03:28:17Z,FALSE
304431677202108400,@alan_liljegren. Thanks Alan.,FALSE,FALSE,Twitter for Android,1,2,2013-02-21T03:25:42Z,FALSE
304431206982905860,@michaellunsford. Thanks Michael.,FALSE,FALSE,Twitter for Android,6,6,2013-02-21T03:23:50Z,FALSE
3.0443086343584563e+017,@RothsteinTravis.  Art of the Deal.,FALSE,FALSE,Twitter for Android,0,2,2013-02-21T03:22:28Z,FALSE
304388368102473700,@Maybach_Zach. Thanks.,FALSE,FALSE,Twitter for Android,2,6,2013-02-21T00:33:36Z,FALSE
304388204935659500,@michaellunsford. Thanks.,FALSE,FALSE,Twitter for Android,0,3,2013-02-21T00:32:57Z,FALSE
111821791986589700,My interview yesterday with @IngrahamAngle  http://t.co/OIQrrKe,FALSE,FALSE,TweetDeck,5,13,2011-09-08T15:22:47Z,FALSE
111493251340566530,Why was @BarackObama selling guns to Mexican drug dealers?,FALSE,FALSE,TweetDeck,2004,1539,2011-09-07T17:37:17Z,FALSE
281143470310170620,"@toddjoldbull  It's a great hotel and city, glad you enjoyed it.",FALSE,FALSE,Twitter Web Client,2,4,2012-12-18T21:06:41Z,FALSE
278597109329059840,@Bahleezy  March 3rd--tune in!,FALSE,FALSE,Twitter Web Client,0,3,2012-12-11T20:28:21Z,FALSE
2.7571758412767642e+017,I am watching the New York mayoral race very closely...,FALSE,FALSE,Twitter Web Client,25,40,2012-12-03T21:46:09Z,FALSE
304387911745425400,@chrisbarno. Great Chris.,FALSE,FALSE,Twitter for Android,0,3,2013-02-21T00:31:48Z,FALSE
258373566196768770,Why hasn't Obama created jobs?,FALSE,FALSE,Twitter Web Client,134,532,2012-10-17T01:07:13Z,FALSE
304384125891145700,@sufiology. Thanks.,FALSE,FALSE,Twitter for Android,0,4,2013-02-21T00:16:45Z,FALSE
304382597285437440,@MichaelRubinton. Thanks.,FALSE,FALSE,Twitter for Android,1,3,2013-02-21T00:10:41Z,FALSE
407957935155732500,@jeffreypham Great!,FALSE,FALSE,Twitter Web Client,4,1,2013-12-03T19:42:05Z,FALSE
304382454448414700,@LivesayRobin. Thanks.,FALSE,FALSE,Twitter for Android,2,7,2013-02-21T00:10:06Z,FALSE
407949125976457200,@MichaelArrante Happy Birthday,FALSE,FALSE,Twitter Web Client,2,3,2013-12-03T19:07:05Z,FALSE
362884519168192500,@ccalder0811 Thank you.,FALSE,FALSE,Twitter for Android,0,0,2013-08-01T10:36:26Z,FALSE
269122489123229700,@RobertCherry1  Fantastic!,FALSE,FALSE,Twitter Web Client,0,3,2012-11-15T16:59:36Z,FALSE
325561405279453200,@Lumberportal  That's great!,FALSE,FALSE,Twitter for Android,1,2,2013-04-20T10:47:42Z,FALSE
269122344352616450,@statereform @Macys  You sound great!,FALSE,FALSE,Twitter Web Client,1,3,2012-11-15T16:59:01Z,FALSE
324954849206759400,@aclutter51  We need someone!,FALSE,FALSE,Twitter Web Client,22,7,2013-04-18T18:37:28Z,FALSE
3.2494785403880243e+017,@camarrone Great!,FALSE,FALSE,Twitter Web Client,0,2,2013-04-18T18:09:40Z,FALSE
269122101959610370,@kimberlyykitten  Interesting!,FALSE,FALSE,Twitter Web Client,0,4,2012-11-15T16:58:03Z,FALSE
313806331779895300,@kalevans    Great!,FALSE,FALSE,Twitter for Android,2,0,2013-03-19T00:17:14Z,FALSE
269121411820441600,"@pehbho  I will Paul, thanks.",FALSE,FALSE,Twitter Web Client,3,5,2012-11-15T16:55:19Z,FALSE
269120988862623740,@snugglebun31  I did--thanks for remembering.,FALSE,FALSE,Twitter Web Client,1,3,2012-11-15T16:53:38Z,FALSE
623844047392796700,"True, thanks. https://t.co/xqlRporCwT",FALSE,FALSE,Twitter Web Client,785,336,2015-07-22T13:16:26Z,FALSE
619214585158070300,Thanks. https://t.co/ewjfWYic4c,FALSE,FALSE,Twitter Web Client,366,121,2015-07-09T18:40:36Z,FALSE
269120779222929400,@JSunday72  Thank you Joey,FALSE,FALSE,Twitter Web Client,1,4,2012-11-15T16:52:48Z,FALSE
610484783420997600,Great! https://t.co/8O3eTKjZrd,FALSE,FALSE,Twitter Web Client,66,35,2015-06-15T16:31:29Z,FALSE
610484421943271400,Thanks.  https://t.co/qh8TxiZPlX,FALSE,FALSE,Twitter Web Client,72,35,2015-06-15T16:30:03Z,FALSE
610460571775991800,LIVE on #Periscope https://t.co/H8lRtZBGEb,FALSE,FALSE,Periscope,45,24,2015-06-15T14:55:16Z,FALSE
269120650730414080,@ErekClementson Thanks Erek,FALSE,FALSE,Twitter Web Client,4,3,2012-11-15T16:52:17Z,FALSE
304259366180241400,@tylerponton I will.,FALSE,FALSE,Twitter Web Client,0,1,2013-02-20T16:01:00Z,FALSE
304259150588817400,@louriz  Thanks Lou.,FALSE,FALSE,Twitter Web Client,391,48,2013-02-20T16:00:09Z,FALSE
302514321903202300,@gleasondp  Good idea.,FALSE,FALSE,Twitter Web Client,5,5,2013-02-15T20:26:49Z,FALSE
2.3866924022222438e+017,Today we just passed 1.4 million twitter followers..,FALSE,FALSE,Twitter Web Client,24,37,2012-08-23T16:09:15Z,FALSE
302514004167888900,"@mistdriscoll  Thanks, see you tomorrow.",FALSE,FALSE,Twitter Web Client,0,2,2013-02-15T20:25:33Z,FALSE
234021216955031550,Monday morning 7:30 AM I'll be on @foxandfriends. Tune in!,FALSE,FALSE,Twitter Web Client,11,38,2012-08-10T20:19:40Z,FALSE
305899914309795840,Jane Fonda and Michael Douglas look great!,FALSE,FALSE,Twitter for Android,105,108,2013-02-25T04:39:57Z,FALSE
216250465871077380,Wind Power is proving to be very costly and unsightly.,FALSE,FALSE,Twitter Web Client,17,117,2012-06-22T19:25:03Z,FALSE
298536250636382200,@robblapp True and thanks!,FALSE,FALSE,Twitter Web Client,0,3,2013-02-04T20:59:23Z,FALSE
1.2195610718176461e+017,Washington is wasting over $2 billion this year on Solyndra type loans. Yet they want to cut military spending.,FALSE,FALSE,TweetDeck,22,144,2011-10-06T14:32:56Z,FALSE
134699060719386620,Herman Cain handled the pressure of the debate really well.  @THEHermancain,FALSE,FALSE,TweetDeck,9,68,2011-11-10T18:28:53Z,FALSE
108989499421368320,I'll be  on Greta Van Susteren's show tonight at 10 PM on FoxNews. Tune in.,FALSE,FALSE,TweetDeck,7,39,2011-08-31T19:48:16Z,FALSE
2317112756,Donald Trump’s commercial-free WWE Raw does big rating: http://tinyurl.com/nxvquo,FALSE,FALSE,Twitter Web Client,19,29,2009-06-24T22:09:19Z,FALSE
103497844723429380,China owes us money.... http://t.co/fuL8XAv #trumpvlog,FALSE,FALSE,Twitter Web Client,42,132,2011-08-16T16:06:23Z,FALSE
98055725728792580,This is the best deal the Republicans could get?,FALSE,FALSE,TweetDeck,348,377,2011-08-01T15:41:21Z,FALSE
274565038050783230,@sagethelaxbro  Hi Sage,FALSE,FALSE,Twitter Web Client,292,189,2012-11-30T17:26:20Z,FALSE
2294519255,“Expand your life every day.” –Donald J. Trump http://tinyurl.com/pqpfvm,FALSE,FALSE,Twitter Web Client,40,19,2009-06-23T13:40:38Z,FALSE
274563993614569470,@TonyDABodyguard @Seanelmi  I agree--and thanks.,FALSE,FALSE,Twitter Web Client,3,3,2012-11-30T17:22:11Z,FALSE
274563608799744e3,@adrienne_jensen  Thanks!,FALSE,FALSE,Twitter Web Client,0,3,2012-11-30T17:20:40Z,FALSE
405100767193075700,"Don't worry, THE UNITED STATES WILL BE GREAT AGAIN!",FALSE,FALSE,Twitter for Android,2801,1762,2013-11-25T22:28:43Z,FALSE
362215132052471800,@tuserious854 The Art of the Deal is a good start.,FALSE,FALSE,Twitter Web Client,5,1,2013-07-30T14:16:31Z,FALSE
310926555763318800,What do you think of Gary's definition of    f-u-n?,FALSE,FALSE,Twitter Web App,194,150,2013-03-11T01:34:02Z,FALSE
1936022874,Read an excerpt from Think Like A Champion by Donald J. Trump: http://bit.ly/11FHpR,FALSE,FALSE,Twitter Web Client,38,10,2009-05-27T14:18:52Z,FALSE
308401785440174100,.@THEGaryBusey is definitely different. #CelebApprentice,FALSE,FALSE,Facebook,40,52,2013-03-04T02:21:30Z,FALSE
308401561372078100,.@PiersMorgan and @OMAROSA really hate each other. #CelebApprentice,FALSE,FALSE,Facebook,43,55,2013-03-04T02:20:36Z,FALSE
29674109995,Tonight's episode of The Apprentice is one you won't want to miss! Be sure to tune in--10 p.m. on NBC.,FALSE,FALSE,Twitter Web Client,16,38,2010-11-04T15:00:52Z,FALSE
146970579294101500,"#trumpvlog Same last name, same bad ratings- @lawrence and @rosie..... http://t.co/KCVRNBJa",FALSE,FALSE,Twitter Web Client,53,45,2011-12-14T15:11:31Z,FALSE
146968006201835520,He says he will spend $1 B to get re-elected: @BarackObama. I can match him--preserving my options.,FALSE,FALSE,TweetDeck,23,179,2011-12-14T15:01:17Z,FALSE
142333768022245380,The worst employee in today's #trumpvlog... http://t.co/3YVFRB9m,FALSE,FALSE,Twitter Web Client,26,56,2011-12-01T20:06:29Z,FALSE
131041073102471170,Bernie Madoff and Tony La Russa in today's #trumpvlog...  http://t.co/FKLa4YPo,FALSE,FALSE,Twitter Web Client,15,34,2011-10-31T16:13:21Z,FALSE
121994936701829120,Why is the UN condemning @Israel and doing nothing about Syria? What a disgrace.,FALSE,FALSE,TweetDeck,182,359,2011-10-06T17:07:14Z,FALSE
121974188587233280,In order to save Medicare and stop record premium increases--we must repeal ObamaCare.,FALSE,FALSE,TweetDeck,27,135,2011-10-06T15:44:47Z,FALSE
